zi,Preinitial1,Preinitial 2,Initial,Medial,Nucleus,Final,Postcoda *-ʔ,Postcoda *-s,,Source,,
須,,,s, ,o , , ,,,B&SOC2015-10-13,,
需,s- ,,n, ,o , , ,,,B&SOC2015-10-13,,
戌,s- ,,m, ,i ,t , ,,,B&SOC2015-10-13,,
虛, ,,qʰ,r ,a , , ,,,B&SOC2015-10-13,,
吁, ,,qʷʰ,r ,a , , ,,,B&SOC2015-10-13,,
訏, ,,qʷʰ,r ,a , , ,,,B&SOC2015-10-13,,
邪,sə- ,,l, ,a , , ,,,B&SOC2015-10-13,,
徐,sə- ,,l, ,a , , ,,,B&SOC2015-10-13,,
湑,s- ,,r, ,a , ,ʔ ,,,B&SOC2015-10-13,,
許, ,,qʰ,r ,a , ,ʔ ,,,B&SOC2015-10-13,,
許, ,,qʰ,r ,a , ,ʔ ,,,B&SOC2015-10-13,,
壻,,,sˤ, ,i,j ,,s ,,B&SOC2015-10-13,,
絮,s- ,,n, ,a , ,,s ,,B&SOC2015-10-13,,
恤,s- ,,m, ,i ,t , ,,,B&SOC2015-10-13,,
訹,s- ,,l, ,u ,t , ,,,B&SOC2015-10-13,,
蓄, ,,qʰ,r ,u ,k , ,,,B&SOC2015-10-13,,
頊, ,,qʰ,r ,o ,k , ,,,B&SOC2015-10-13,,
畜, ,,qʰ, ,u ,k ,,s ,,B&SOC2015-10-13,,
畜, ,,qʰ, ,u ,k , ,,,B&SOC2015-10-13,,
蓄, ,,qʰ, ,u ,k , ,,,B&SOC2015-10-13,,
稸, ,,qʰ, ,u ,k , ,,,B&SOC2015-10-13,,
慉, ,,qʰ, ,u ,k , ,,,B&SOC2015-10-13,,
侐,,,m,̥ ,̥i ,k ,,s ,,B&SOC2015-10-13,,
淢,,,m,̥r ,̥i ,ik ,,,,B&SOC2015-10-13,,
洫,,,m,̥r ,̥i ,ik ,,,,B&SOC2015-10-13,,
侐,,,m,̥r ,̥i ,ik ,,,,B&SOC2015-10-13,,
序,sə- ,,l, ,a , ,ʔ ,,,B&SOC2015-10-13,,
緒,s-,m- ,t, ,a , ,ʔ ,,,B&SOC2015-10-13,,
敘,s-,m- ,t, ,a , ,ʔ ,,,B&SOC2015-10-13,,
續,sə- ,,l, ,o ,k , ,,,B&SOC2015-10-13,,
藚,sə- ,,l, ,o ,k , ,,,B&SOC2015-10-13,,
亘,s- ,,qʷ, ,a ,r , ,,,B&SOC2015-10-13,,
宣,s- ,,qʷ, ,a ,r , ,,,B&SOC2015-10-13,,
亘, ,,sʷ, ,,r , ,,,B&SOC2015-10-13,,
軒, ,,qʰ, ,a ,r , ,,,B&SOC2015-10-13,,
儇, ,,qʷʰ, ,e ,n , ,,,B&SOC2015-10-13,,
翾, ,,qʷʰ, ,e ,n , ,,,B&SOC2015-10-13,,
塤, ,,qʰ, ,o ,n , ,,,B&SOC2015-10-13,,
諼, ,,qʷʰ, ,a ,r , ,,,B&SOC2015-10-13,,
吅, ,,qʷʰ, ,a ,r , ,,,B&SOC2015-10-13,,
諠, ,,qʷʰ, ,a ,r , ,,,B&SOC2015-10-13,,
駽, ,,qʷʰˤ, ,e ,n , ,,,B&SOC2015-10-13,,
誸, ,,ɢˤ, ,i ,n , ,,,B&SOC2015-10-13,,
懸,Cə-,,gʷˤ,,e,n,,,,B&SOC2015-10-13,,
縣, ,,gʷˤ, ,e ,n , ,,,B&SOC2015-10-13,,
玄, ,,ɢʷˤ, ,i ,n , ,,,B&SOC2015-10-13,,
㘣,s- ,,ɢʷ, ,e ,n , ,,,B&SOC2015-10-13,,
旋,s- ,,ɢʷ, ,e ,n , ,,,B&SOC2015-10-13,,
還,s- ,,ɢʷ, ,e ,n , ,,,B&SOC2015-10-13,,
癬,,,s, ,a ,r ,ʔ ,,,B&SOC2015-10-13,,
選,,,s, ,o ,n ,ʔ ,,,B&SOC2015-10-13,,
選,,,s, ,o ,r ,ʔ ,,,B&SOC2015-10-13,,
喧, ,,qʷʰ, ,a ,r , ,,,B&SOC2015-10-13,,
咺, ,,qʷʰ, ,a ,r ,ʔ ,,,B&SOC2015-10-13,,
晅, ,,qʷʰ, ,a ,r ,ʔ ,,,B&SOC2015-10-13,,
烜, ,,qʷʰ, ,a ,r ,ʔ ,,,B&SOC2015-10-13,,
鞙, ,,ɢʷˤ, ,e ,n ,ʔ ,,,B&SOC2015-10-13,,
選,,,s, ,o ,n ,ʔ,s ,,B&SOC2015-10-13,,
駽, ,,qʷʰˤ, ,e ,n ,,s ,,B&SOC2015-10-13,,
絢, ,,qʷʰˤ, ,i ,n ,,s ,,B&SOC2015-10-13,,
旋,s- ,,ɢʷ, ,e ,n ,,s ,,B&SOC2015-10-13,,
辥,s- ,,ŋ, ,a ,t , ,,,B&SOC2015-10-13,,
薛,s- ,,ŋ, ,a ,t , ,,,B&SOC2015-10-13,,
薛,s- ,,ŋ, ,a ,t , ,,,B&SOC2015-10-13,,
鷽, ,,qˤ,r ,u ,k , ,,,B&SOC2015-10-13,,
學,m- ,,kˤ,r ,u ,k , ,,,B&SOC2015-10-13,,
鷽,m- ,,qˤ,r ,u ,k , ,,,B&SOC2015-10-13,,
穴, ,,ɢʷˤ, ,i ,t , ,,,B&SOC2015-10-13,,
雪,,,s, ,o ,t , ,,,B&SOC2015-10-13,,
謔,,,ŋ,̊r ,a,wk ,,,,B&SOC2015-10-13,,
烕,,,m,̥ ,e ,t ,,,,B&SOC2015-10-13,,
血,,,mˤ, ,i ,k ,,,,B&SOC2015-10-13,,
葷, ,,qʰ, ,u ,n , ,,,B&SOC2015-10-13,,
熏, ,,qʰ, ,u ,n , ,,,B&SOC2015-10-13,,
薰, ,,qʰ, ,u ,n , ,,,B&SOC2015-10-13,,
薰, ,,qʷʰ, ,ə ,r , ,,,B&SOC2015-10-13,,
壎, ,,qʰ, ,o ,n , ,,,B&SOC2015-10-13,,
燂, ,,lˤ, ,o ,m , ,,,B&SOC2015-10-13,,
荀,s- ,,qʷ, ,i ,n , ,,,B&SOC2015-10-13,,
爓,sə- ,,l, ,ə ,m , ,,,B&SOC2015-10-13,,
尋,sə- ,,l, ,ə ,m , ,,,B&SOC2015-10-13,,
尋,sə- ,,l, ,ə ,m , ,,,B&SOC2015-10-13,,
巡,sə- ,,l, ,u ,n , ,,,B&SOC2015-10-13,,
旬,s-,N- ,qʷ, ,i ,n , ,,,B&SOC2015-10-13,,
紃,s- ,,d, ,u ,n , ,,,B&SOC2015-10-13,,
馴,sə- ,,l, ,u ,n , ,,,B&SOC2015-10-13,,
循,sə- ,,l, ,u ,n , ,,,B&SOC2015-10-13,,
訊,,,s, ,i ,n ,,s ,,B&SOC2015-10-13,,
濬,s- ,,qʷ,|,i,n,X,,,B&SOC2015-10-13,,
訓, ,,l,̥ ,u ,n ,,s ,,B&SOC2015-10-13,,
徇,s- ,,ɢʷ, ,i ,n ,,s ,,B&SOC2015-10-13,,
殉,s- ,,ɢʷ, ,i ,n ,,s ,,B&SOC2015-10-13,,
鴉, ,,qˤ,r ,a , , ,,,B&SOC2015-10-13,,
壓, ,,ʔˤ,r ,e ,p , ,,,B&SOC2015-10-13,,
押, ,,ʔˤ,r ,e ,p , ,,,B&SOC2015-10-13,,
厭, ,,ʔ, ,e ,p , ,,,B&SOC2015-10-13,,
牙,m- ,,ɢˤ,r ,a , , ,,,B&SOC2015-10-13,,
芽,m- ,,ɢˤ,r ,a , , ,,,B&SOC2015-10-13,,
厓, ,,ŋˤ,r ,a ,r , ,,,B&SOC2015-10-13,,
崖, ,,ŋˤ,r ,a ,r , ,,,B&SOC2015-10-13,,
涯, ,,ŋˤ,r ,a ,r , ,,,B&SOC2015-10-13,,
邪, ,,ɢ,r ,A , , ,,,B&SOC2015-10-13,,
啞, ,,ʔˤ,r ,a , ,ʔ ,,,B&SOC2015-10-13,,
雅,N- ,,ɢˤ,r ,a , ,ʔ ,,,B&SOC2015-10-13,,
雅,N- ,,ɢˤ,r ,a , ,ʔ ,,,B&SOC2015-10-13,,
庌,N- ,,qʰˤ,r ,a , ,ʔ ,,,B&SOC2015-10-13,,
亞, ,,ʔˤ,r ,a ,k ,,s ,,B&SOC2015-10-13,,
軋, ,,qˤ,r ,ə ,t , ,,,B&SOC2015-10-13,,
揠, ,,ʔˤ,r ,e ,t , ,,,B&SOC2015-10-13,,
迓, ,,ŋˤ,r ,a ,k ,,s ,,B&SOC2015-10-13,,
襾, ,,qʰˤ,r ,a , ,ʔ ,,,B&SOC2015-10-13,,
殷, ,,ʔˤ,r ,ə ,r , ,,,B&SOC2015-10-13,,
烟, ,,qˤ, ,i ,n , ,,,B&SOC2015-10-13,,
煙, ,,qˤ, ,i ,n , ,,,B&SOC2015-10-13,,
咽, ,,ʔˤ, ,i ,n , ,,,B&SOC2015-10-13,,
淹,, ,ʔ,r ,o ,m , ,,,B&SOC2015-10-13,,
鄢, ,,ʔ,r ,a ,n , ,,,B&SOC2015-10-13,,
焉, ,,ʔ, ,a ,n , ,,,B&SOC2015-10-13,,
猒, ,,ʔ, ,e ,m , ,,,B&SOC2015-10-13,,
厭, ,,ʔ, ,e ,m , ,,,B&SOC2015-10-13,,
鄢, ,,ʔ, ,a ,n , ,,,B&SOC2015-10-13,,
鄢, ,,ʔ, ,a ,n ,ʔ ,,,B&SOC2015-10-13,,
焉, ,,ʔ, ,a ,n , ,,,B&SOC2015-10-13,,
炎, ,,ɢʷ,r ,a ,m , ,,,B&SOC2015-10-13,,
巖, ,,ŋˤ,r ,a ,m , ,,,B&SOC2015-10-13,,
顏,C- ,,ŋˤ,r ,a ,r , ,,,B&SOC2015-10-13,,
顏,C- ,,ŋˤ,r ,a ,r , ,,,B&SOC2015-10-13,,
妍, ,,ŋˤ, ,e ,r , ,,,B&SOC2015-10-13,,
研, ,,ŋˤ, ,e ,r , ,,,B&SOC2015-10-13,,
硏,C- ,,ŋˤ, ,e ,r ,,s ,,B&SOC2015-10-13,,
嚴, ,,ŋ,r ,a ,m , ,,,B&SOC2015-10-13,,
言, ,,ŋ, ,a ,n , ,,,B&SOC2015-10-13,,
言, ,,ŋ, ,a ,n , ,,,B&SOC2015-10-13,,
言, ,,ŋ, ,a ,n , ,,,B&SOC2015-10-13,,
言, ,,ŋ, ,a ,r , ,,,B&SOC2015-10-13,,
檐,Cə- ,,ɢ, ,a ,m , ,,,B&SOC2015-10-13,,
壛,Cə- ,,ɢ, ,a ,m , ,,,B&SOC2015-10-13,,
阽, ,,l, ,e ,m , ,,,B&SOC2015-10-13,,
檐, ,,ɢ, ,a ,m , ,,,B&SOC2015-10-13,,
閻, ,,ɢ, ,a ,m , ,,,B&SOC2015-10-13,,
鹽, ,,ɢ,r ,o ,m , ,,,B&SOC2015-10-13,,
羨, ,,ɢ, ,a ,n , ,,,B&SOC2015-10-13,,
延, ,,l, ,a ,n , ,,,B&SOC2015-10-13,,
筵, ,,l, ,a ,n , ,,,B&SOC2015-10-13,,
沿, ,,l, ,o ,n , ,,,B&SOC2015-10-13,,
奄,, ,ʔ,r ,o ,m ,ʔ ,,,B&SOC2015-10-13,,
㫃, ,,q, ,a ,r ,ʔ ,,,B&SOC2015-10-13,,
偃, ,,ʔ, ,a ,n ,ʔ ,,,B&SOC2015-10-13,,
偃, ,,ʔ, ,a ,n ,ʔ ,,,B&SOC2015-10-13,,
眼, ,,ŋˤ,r ,ə ,n ,ʔ ,,,B&SOC2015-10-13,,
儼, ,,ŋ,r ,a ,m ,ʔ ,,,B&SOC2015-10-13,,
巘, ,,ŋ,r ,a ,r ,ʔ ,,,B&SOC2015-10-13,,
甗, ,,ŋ,r ,a ,r ,,s ,,B&SOC2015-10-13,,
甗, ,,ŋ, ,a ,r , ,,,B&SOC2015-10-13,,
巘, ,,ŋ,r ,a ,r ,ʔ ,,,B&SOC2015-10-13,,
剡,N- ,,r, ,a ,m ,ʔ ,,,B&SOC2015-10-13,,
覃,N- ,,r, ,a ,m ,ʔ ,,,B&SOC2015-10-13,,
衍,N- ,,q,r ,a ,n ,ʔ ,,,B&SOC2015-10-13,,
演,N- ,,q,r ,a ,n ,ʔ ,,,B&SOC2015-10-13,,
晏, ,,ʔˤ,r ,a ,n ,,s ,,B&SOC2015-10-13,,
鴳, ,,ʔˤ,r ,a ,r ,,s ,,B&SOC2015-10-13,,
晏, ,,ʔˤ, ,e ,n ,,s ,,B&SOC2015-10-13,,
燕, ,,ʔˤ, ,e ,n ,,s ,,B&SOC2015-10-13,,
燕, ,,ʔˤ, ,e ,n ,,s ,,B&SOC2015-10-13,,
宴, ,,ʔˤ, ,e ,n ,,s ,,B&SOC2015-10-13,,
咽, ,,ʔˤ, ,i ,n ,,s ,,B&SOC2015-10-13,,
饜,, ,ʔ,r ,e ,m ,,s ,,B&SOC2015-10-13,,
猒, ,,ʔ, ,e ,m ,,s ,,B&SOC2015-10-13,,
鴈,C- ,,ŋˤ,r ,a ,r ,,s ,,B&SOC2015-10-13,,
雁,C- ,,ŋˤ,r ,a ,r ,,s ,,B&SOC2015-10-13,,
硯,C- ,,ŋˤ, ,e ,r ,,s ,,B&SOC2015-10-13,,
驗,m- ,,qʰ,r ,a ,m ,,s ,,B&SOC2015-10-13,,
讞, ,,ŋ,r ,a ,r ,,s ,,B&SOC2015-10-13,,
諺, ,,ŋ,r ,a ,n ,,s ,,B&SOC2015-10-13,,
彥, ,,ŋ,r ,a ,r ,,s ,,B&SOC2015-10-13,,
讞, ,,ŋ,r ,a ,t , ,,,B&SOC2015-10-13,,
鬳, ,,ŋ, ,a ,r ,,s ,,B&SOC2015-10-13,,
爓, ,,ɢ, ,o ,m ,,s ,,B&SOC2015-10-13,,
鹽, ,,ɢ,r ,o ,m ,,s ,,B&SOC2015-10-13,,
央, ,,ʔ, ,a ,ŋ , ,,,B&SOC2015-10-13,,
央, ,,ʔ, ,a ,ŋ , ,,,B&SOC2015-10-13,,
殃, ,,ʔ, ,a ,ŋ , ,,,B&SOC2015-10-13,,
鴦, ,,ʔ, ,a ,ŋ , ,,,B&SOC2015-10-13,,
瘍, ,,l, ,a ,ŋ , ,,,B&SOC2015-10-13,,
痒, ,,ɢ,r ,a ,ŋ , ,,,B&SOC2015-10-13,,
昜, ,,l, ,a ,ŋ , ,,,B&SOC2015-10-13,,
陽, ,,l, ,a ,ŋ , ,,,B&SOC2015-10-13,,
揚, ,,l, ,a ,ŋ , ,,,B&SOC2015-10-13,,
颺, ,,l, ,a ,ŋ , ,,,B&SOC2015-10-13,,
楊, ,,l, ,a ,ŋ , ,,,B&SOC2015-10-13,,
鍚, ,,l, ,a ,ŋ , ,,,B&SOC2015-10-13,,
洋, ,,ɢ,r ,a ,ŋ , ,,,B&SOC2015-10-13,,
羊, ,,ɢ, ,a ,ŋ , ,,,B&SOC2015-10-13,,
痒,s- ,,ɢ, ,a ,ŋ , ,,,B&SOC2015-10-13,,
仰,C- ,,ŋ, ,a ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
癢,Cə- ,,ɢ, ,a ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
養, ,,ɢ,r ,a ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
養, ,,ɢ, ,a ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
羕, ,,ɢ,r ,a ,ŋ ,ʔ,s ,,B&SOC2015-10-13,,
幺, ,,ʔˤ, ,i,w , ,,,B&SOC2015-10-13,,
夭, ,,ʔ,r ,a,w , ,,,B&SOC2015-10-13,,
腰, ,,ʔ, ,e,w , ,,,B&SOC2015-10-13,,
爻,N- ,,kˤ,r ,a,w , ,,,B&SOC2015-10-13,,
爻,N- ,,kˤ,r ,a,w , ,,,B&SOC2015-10-13,,
肴,,,gˤ,r ,a,w , ,,,B&SOC2015-10-13,,
堯, ,,ŋˤ, ,e,w , ,,,B&SOC2015-10-13,,
䍃, ,,l, ,a,w , ,,,B&SOC2015-10-13,,
窰, ,,l, ,a,w , ,,,B&SOC2015-10-13,,
傜, ,,l, ,a,w , ,,,B&SOC2015-10-13,,
徭, ,,l, ,a,w , ,,,B&SOC2015-10-13,,
媱, ,,l, ,a,w , ,,,B&SOC2015-10-13,,
搖, ,,l, ,a,w , ,,,B&SOC2015-10-13,,
謠, ,,l, ,a,w , ,,,B&SOC2015-10-13,,
窈, ,,ʔˤ, ,e,w ,ʔ ,,,B&SOC2015-10-13,,
葯, ,,qˤ,r ,e,wk , ,,,B&SOC2015-10-13,,
要, ,,q, ,e,wk ,,s ,,B&SOC2015-10-13,,
約, ,,q, ,e,wk ,,s ,,B&SOC2015-10-13,,
樂, ,,ŋˤ,r ,a,wk ,,s ,,B&SOC2015-10-13,,
藥,m- ,,r, ,e,wk , ,,,B&SOC2015-10-13,,
曜, ,,l, ,e,wk ,,s ,,B&SOC2015-10-13,,
燿, ,,l, ,e,wk ,,s ,,B&SOC2015-10-13,,
耀, ,,l, ,e,wk ,,s ,,B&SOC2015-10-13,,
噎, ,,qˤ, ,i ,k , ,,,B&SOC2015-10-13,,
邪, ,,ɢ,r ,A , , ,,,B&SOC2015-10-13,,
也, ,,l, ,A,j ,ʔ ,,,B&SOC2015-10-13,,
野, ,,l, ,A , ,ʔ ,,,B&SOC2015-10-13,,
𡐨, ,,l, ,A , ,ʔ ,,,B&SOC2015-10-13,,
埜, ,,l, ,A , ,ʔ ,,,B&SOC2015-10-13,,
謁, ,,q, ,a ,t , ,,,B&SOC2015-10-13,,
燁, ,,ɢʷ,r ,ə ,p , ,,,B&SOC2015-10-13,,
爗, ,,ɢʷ,r ,ə ,p , ,,,B&SOC2015-10-13,,
燁, ,,ɢʷ,r ,a ,p , ,,,B&SOC2015-10-13,,
爗, ,,ɢʷ,r ,a ,p , ,,,B&SOC2015-10-13,,
業,m- ,,qʰ,r ,a ,p , ,,,B&SOC2015-10-13,,
業,m- ,,qʰ,r ,a ,p , ,,,B&SOC2015-10-13,,
業, ,,ŋ,r ,a ,p , ,,,B&SOC2015-10-13,,
夜, ,,ɢ, ,A ,k ,,s ,,B&SOC2015-10-13,,
掖, ,,ɢ,r ,A ,k , ,,,B&SOC2015-10-13,,
腋, ,,ɢ,r ,A ,k , ,,,B&SOC2015-10-13,,
液, ,,ɢ,r ,A ,k , ,,,B&SOC2015-10-13,,
葉, ,,l, ,a ,p , ,,,B&SOC2015-10-13,,
枼, ,,l, ,a ,p , ,,,B&SOC2015-10-13,,
抴, ,,l, ,a ,t , ,,,B&SOC2015-10-13,,
鷖, ,,ʔˤ, ,i,j , ,,,B&SOC2015-10-13,,
衣,, ,ʔ,r ,ə,j , ,,,B&SOC2015-10-13,,
依, ,,ʔ, ,ə,j , ,,,B&SOC2015-10-13,,
吚, ,,ʔ, ,i,j , ,,,B&SOC2015-10-13,,
咿, ,,ʔ, ,i,j , ,,,B&SOC2015-10-13,,
伊, ,,ʔ, ,i,j , ,,,B&SOC2015-10-13,,
揖, ,,q, ,i ,p , ,,,B&SOC2015-10-13,,
一, ,,ʔ, ,i ,t , ,,,B&SOC2015-10-13,,
壹, ,,ʔ, ,i ,t , ,,,B&SOC2015-10-13,,
疑, ,,ŋ,r ,ə , , ,,,B&SOC2015-10-13,,
沂, ,,ŋ, ,ə ,r , ,,,B&SOC2015-10-13,,
儀, ,,ŋ,r ,a,j , ,,,B&SOC2015-10-13,,
宜, ,,ŋ,r ,a,j , ,,,B&SOC2015-10-13,,
宜, ,,ŋ,r ,a,j , ,,,B&SOC2015-10-13,,
𦣞, ,,ɢ,r ,ə , , ,,,B&SOC2015-10-13,,
頤, ,,ɢ,r ,ə , , ,,,B&SOC2015-10-13,,
台,,,l, ,ə , , ,,,B&SOC2015-10-13,,
怡,,,l, ,ə , , ,,,B&SOC2015-10-13,,
詒,,,l, ,ə , , ,,,B&SOC2015-10-13,,
貽,,,l, ,ə , , ,,,B&SOC2015-10-13,,
彝, ,,l, ,ə,j , ,,,B&SOC2015-10-13,,
夷, ,,l, ,ə,j , ,,,B&SOC2015-10-13,,
夷, ,,l, ,ə,j , ,,,B&SOC2015-10-13,,
移, ,,l, ,a,j , ,,,B&SOC2015-10-13,,
迻, ,,l, ,a,j , ,,,B&SOC2015-10-13,,
蛇, ,,l, ,a,j , ,,,B&SOC2015-10-13,,
匜, ,,l, ,a,j , ,,,B&SOC2015-10-13,,
遺, ,,ɢ,r ,u,j , ,,,B&SOC2015-10-13,,
鈶,sə-,,l, ,ə , ,ʔ ,,,B&SOC2015-10-13,,
乙, ,,q,r ,ə ,t , ,,,B&SOC2015-10-13,,
偯, ,,ʔ, ,ə,j ,ʔ ,,,B&SOC2015-10-13,,
椅,Cə- ,,q,r ,a,j ,ʔ ,,,B&SOC2015-10-13,,
倚,Cə- ,,q,r ,a,j ,ʔ ,,,B&SOC2015-10-13,,
矣, ,,q, ,ə , ,ʔ ,,,B&SOC2015-10-13,,
螘,m- ,,qʰ, ,ə,j ,ʔ ,,,B&SOC2015-10-13,,
蛾,m- ,,qʰ,r ,a,j ,ʔ ,,,B&SOC2015-10-13,,
蟻,m- ,,qʰ,r ,a,j ,ʔ ,,,B&SOC2015-10-13,,
螘,m- ,,qʰ,r ,a,j ,ʔ ,,,B&SOC2015-10-13,,
錡,m- ,,ɢ,r ,a,j ,ʔ ,,,B&SOC2015-10-13,,
㠯,,,l, ,ə , ,ʔ ,,,B&SOC2015-10-13,,
以,,,l, ,ə , ,ʔ ,,,B&SOC2015-10-13,,
苡,,,l, ,ə , ,ʔ ,,,B&SOC2015-10-13,,
已, ,,ɢ,r ,ə , ,ʔ ,,,B&SOC2015-10-13,,
胣, ,,l, ,a,j ,ʔ ,,,B&SOC2015-10-13,,
縊, ,,qˤ, ,i ,k ,,s ,,B&SOC2015-10-13,,
意,, ,ʔ,r ,ə ,k ,,s ,,B&SOC2015-10-13,,
懿, ,,ʔ,r ,i ,k ,,s ,,B&SOC2015-10-13,,
㦤, ,,q,r ,i ,t ,,s ,,B&SOC2015-10-13,,
饐, ,,q,r ,i ,k ,,s ,,B&SOC2015-10-13,,
抑, ,,ʔ,r ,i ,k , ,,,B&SOC2015-10-13,,
抑, ,,ʔ, ,i ,k , ,,,B&SOC2015-10-13,,
億,, ,ʔ,r ,ə ,k , ,,,B&SOC2015-10-13,,
憶,, ,ʔ,r ,ə ,k , ,,,B&SOC2015-10-13,,
臆,, ,ʔ,r ,ə ,k , ,,,B&SOC2015-10-13,,
邑, ,,q,r ,ə ,p , ,,,B&SOC2015-10-13,,
浥, ,,q,r ,i ,p , ,,,B&SOC2015-10-13,,
衣,, ,ʔ,r ,ə,j ,,s ,,B&SOC2015-10-13,,
瘞, ,,q,r ,e ,p ,,s ,,B&SOC2015-10-13,,
縊, ,,q, ,i ,k ,,s ,,B&SOC2015-10-13,,
益, ,,q, ,i ,k , ,,,B&SOC2015-10-13,,
嗌, ,,q, ,i ,k , ,,,B&SOC2015-10-13,,
膉, ,,q, ,i ,k , ,,,B&SOC2015-10-13,,
挹, ,,q, ,i ,p , ,,,B&SOC2015-10-13,,
挹, ,,q, ,i ,p , ,,,B&SOC2015-10-13,,
挹, ,,q, ,i ,p , ,,,B&SOC2015-10-13,,
唈, ,,qˤ, ,ə ,p , ,,,B&SOC2015-10-13,,
羿, ,,ŋˤ, ,e ,r ,,s ,,B&SOC2015-10-13,,
詣, ,,ŋˤ, ,i,j ,,s ,,B&SOC2015-10-13,,
鷁,m- ,,ɢˤ, ,e ,k , ,,,B&SOC2015-10-13,,
劓, ,,ŋ,r ,ə ,t ,,s ,,B&SOC2015-10-13,,
豙, ,,ŋ, ,ə ,t ,,s ,,B&SOC2015-10-13,,
毅, ,,ŋ, ,ə ,t ,,s ,,B&SOC2015-10-13,,
藙, ,,ŋ, ,ə ,t ,,s ,,B&SOC2015-10-13,,
仡, ,,ŋ, ,ə ,t , ,,,B&SOC2015-10-13,,
義, ,,ŋ,r ,a,j ,,s ,,B&SOC2015-10-13,,
議, ,,ŋ,r ,a,j ,,s ,,B&SOC2015-10-13,,
㓷, ,,ŋ,r ,a ,t ,,s ,,B&SOC2015-10-13,,
埶, ,,ŋ, ,e ,t,,s ,,B&SOC2015-10-13,,
蓺, ,,ŋ, ,e ,t,,s ,,B&SOC2015-10-13,,
藝, ,,ŋ, ,e ,t,,s ,,B&SOC2015-10-13,,
乂, ,,ŋ, ,a ,t ,,s ,,B&SOC2015-10-13,,
乂, ,,ŋ, ,a ,t ,,s ,,B&SOC2015-10-13,,
刈, ,,ŋ, ,a ,t ,,s ,,B&SOC2015-10-13,,
異, ,,ɢ,r ,ə ,k ,,s ,,B&SOC2015-10-13,,
异, ,,ɢ,r ,ə ,k ,,s ,,B&SOC2015-10-13,,
弋, ,,l, ,ə ,k , ,,,B&SOC2015-10-13,,
翊, ,,ɢʷ,r ,ə ,p , ,,,B&SOC2015-10-13,,
翌, ,,ɢʷ,r ,ə ,p , ,,,B&SOC2015-10-13,,
翌,  ,,ɢʷ,r  ,ə  ,p  ,,,,B&SOC2015-10-13,,
翼, ,,ɢʷ,r ,ə ,p , ,,,B&SOC2015-10-13,,
溢,N- ,,q,r ,i ,k , ,,,B&SOC2015-10-13,,
佾,N- ,,r, ,i ,t , ,,,B&SOC2015-10-13,,
逸, ,,l, ,i ,t , ,,,B&SOC2015-10-13,,
鎰, ,,ɢ,r ,i ,k , ,,,B&SOC2015-10-13,,
易, ,,l, ,e ,k ,,s ,,B&SOC2015-10-13,,
勩, ,,l, ,a ,p ,,s ,,B&SOC2015-10-13,,
裔, ,,l, ,a ,t ,,s ,,B&SOC2015-10-13,,
亦, ,,ɢ,r ,A ,k , ,,,B&SOC2015-10-13,,
奕, ,,ɢ,r ,A ,k , ,,,B&SOC2015-10-13,,
弈, ,,ɢ,r ,A ,k , ,,,B&SOC2015-10-13,,
譯, ,,l, ,A ,k , ,,,B&SOC2015-10-13,,
驛, ,,l, ,A ,k , ,,,B&SOC2015-10-13,,
易, ,,l, ,e ,k , ,,,B&SOC2015-10-13,,
蜴, ,,l, ,e ,k , ,,,B&SOC2015-10-13,,
亦, ,,ɢ,r ,A ,k , ,,,B&SOC2015-10-13,,
役, ,,ɢʷ, ,e ,k , ,,,B&SOC2015-10-13,,
疫, ,,ɢʷ, ,e ,k , ,,,B&SOC2015-10-13,,
音, ,,q,r ,ə ,m , ,,,B&SOC2015-10-13,,
陰, ,,q,r ,u ,m , ,,,B&SOC2015-10-13,,
駰,, ,ʔ,r ,i ,n , ,,,B&SOC2015-10-13,,
殷, ,,ʔ, ,ə ,r , ,,,B&SOC2015-10-13,,
殷, ,,ʔ, ,ə ,r , ,,,B&SOC2015-10-13,,
慇, ,,ʔ, ,ə ,r , ,,,B&SOC2015-10-13,,
殷, ,,ʔ, ,ə ,r , ,,,B&SOC2015-10-13,,
愔, ,,q, ,i ,m , ,,,B&SOC2015-10-13,,
垔, ,,q, ,i ,n , ,,,B&SOC2015-10-13,,
陻, ,,q, ,i ,n , ,,,B&SOC2015-10-13,,
禋, ,,q, ,i ,n , ,,,B&SOC2015-10-13,,
因, ,,ʔ, ,i ,n , ,,,B&SOC2015-10-13,,
吟,m- ,,qʰ,r ,ə ,m , ,,,B&SOC2015-10-13,,
誾, ,,ŋ,r ,ə ,n , ,,,B&SOC2015-10-13,,
銀, ,,ŋ,r ,ə ,n , ,,,B&SOC2015-10-13,,
垠, ,,ŋ, ,ə ,r , ,,,B&SOC2015-10-13,,
圻, ,,ŋ, ,ə ,r , ,,,B&SOC2015-10-13,,
寅, ,,ɢ,r ,ə ,r , ,,,B&SOC2015-10-13,,
淫,N- ,,r, ,ə ,m , ,,,B&SOC2015-10-13,,
㸒,N- ,,r, ,ə ,m , ,,,B&SOC2015-10-13,,
夤, ,,ɢ,r ,ə ,r , ,,,B&SOC2015-10-13,,
寅, ,,ɢ,r ,ə ,r , ,,,B&SOC2015-10-13,,
